"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G29007700005022","290770005022","96","10"
"G29007700005023","290770005023","98","10"
"G29007700005024","290770005024","98","10"
"G29007700006001","290770006001","97","10"
"G29007700006002","290770006002","97","10"
"G29007700006003","290770006003","97","10"
"G29007700006004","290770006004","PH","PH"
"G29007700007001","290770007001","GQ","GQ"
"G29007700007002","290770007002","81","7"
"G29007700007003","290770007003","81","7"
"G29007700007004","290770007004","81","7"
"G29007700008001","290770008001","GQ","GQ"
"G29007700008002","290770008002","90","9"
"G29007700009001","290770009001","81","7"
"G29007700009002","290770009002","81","7"
"G29007700009003","290770009003","81","7"
"G29007700009004","290770009004","81","7"
"G29007700009005","290770009005","81","7"
"G29007700010001","290770010001","54","3"
"G29007700010002","290770010002","54","3"
"G29007700010003","290770010003","53","3"
"G29007700010004","290770010004","78","7"
"G29007700011001","290770011001","86","8"
"G29007700011002","290770011002","79","7"
"G29007700011003","290770011003","84","8"
"G29007700012001","290770012001","77","7"
"G29007700012002","290770012002","78","7"
"G29007700012003","290770012003","78","7"
"G29007700012004","290770012004","80","7"
"G29007700013011","290770013011","84","8"
"G29007700013012","290770013012","76","6"
"G29007700013013","290770013013","83","8"
"G29007700013021","290770013021","78","7"
"G29007700013022","290770013022","77","7"
"G29007700013023","290770013023","77","7"
"G29007700014011","290770014011","89","8"
"G29007700014012","290770014012","91","9"
"G29007700014021","290770014021","88","8"
"G29007700014022","290770014022","81","7"
"G29007700014023","290770014023","88","8"
"G29007700015001","290770015001","81","7"
"G29007700015002","290770015002","82","7"
"G29007700015003","290770015003","81","7"
"G29007700015004","290770015004","86","8"
"G29007700015005","290770015005","85","8"
"G29007700015006","290770015006","82","7"
"G29007700017001","290770017001","96","10"
"G29007700017002","290770017002","97","10"
"G29007700017003","290770017003","95","10"
"G29007700018001","290770018001","98","10"
"G29007700018002","290770018002","98","10"
"G29007700018003","290770018003","99","10"
"G29007700019001","290770019001","97","10"
"G29007700019002","290770019002","97","10"
"G29007700022001","290770022001","91","9"
"G29007700022002","290770022002","90","9"
"G29007700022003","290770022003","91","9"
"G29007700022004","290770022004","94","9"
"G29007700023001","290770023001","88","8"
"G29007700023002","290770023002","79","7"
"G29007700023003","290770023003","87","8"
"G29007700023004","290770023004","82","7"
"G29007700024021","290770024021","84","8"
"G29007700024022","290770024022","81","7"
"G29007700024023","290770024023","79","7"
"G29007700024024","290770024024","78","7"
"G29007700025021","290770025021","57","4"
"G29007700025022","290770025022","53","3"
"G29007700025023","290770025023","78","7"
"G29007700025024","290770025024","72","6"
"G29007700026001","290770026001","56","3"
"G29007700026002","290770026002","58","4"
"G29007700026003","290770026003","41","2"
"G29007700026004","290770026004","51","3"
"G29007700027001","290770027001","74","6"
"G29007700027002","290770027002","76","6"
"G29007700027003","290770027003","69","5"
"G29007700028001","290770028001","68","5"
"G29007700028002","290770028002","67","5"
"G29007700029001","290770029001","75","6"
"G29007700029002","290770029002","72","6"
"G29007700029003","290770029003","76","6"
"G29007700029004","290770029004","72","6"
"G29007700029005","290770029005","61","4"
"G29007700030031","290770030031","PH","PH"
"G29007700030032","290770030032","66","5"
"G29007700030041","290770030041","70","5"
"G29007700030042","290770030042","75","6"
"G29007700030043","290770030043","71","6"
"G29007700030044","290770030044","69","5"
"G29007700030045","290770030045","83","8"
"G29007700031001","290770031001","96","10"
"G29007700031002","290770031002","94","9"
"G29007700031003","290770031003","94","9"
"G29007700031004","290770031004","96","10"
"G29007700032001","290770032001","92","9"
"G29007700032002","290770032002","89","8"
"G29007700032003","290770032003","94","9"
"G29007700033001","290770033001","98","10"
"G29007700033002","290770033002","97","10"
"G29007700033003","290770033003","99","10"
"G29007700033004","290770033004","98","10"
"G29007700036001","290770036001","96","10"
"G29007700036002","290770036002","95","10"
"G29007700037011","290770037011","39","2"
"G29007700037012","290770037012","42","2"
"G29007700037013","290770037013","35","2"
"G29007700037021","290770037021","31","1"
"G29007700037022","290770037022","30","1"
"G29007700038011","290770038011","14","1"
"G29007700038012","290770038012","14","1"
"G29007700038013","290770038013","28","1"
"G29007700038021","290770038021","32","1"
"G29007700038022","290770038022","35","2"
"G29007700038023","290770038023","30","1"
"G29007700039001","290770039001","77","7"
"G29007700039002","290770039002","58","4"
"G29007700039003","290770039003","35","2"
"G29007700040021","290770040021","32","1"
"G29007700040022","290770040022","52","3"
"G29007700040023","290770040023","32","1"
"G29007700040031","290770040031","40","2"
"G29007700040032","290770040032","52","3"
"G29007700040041","290770040041","56","3"
"G29007700040042","290770040042","33","1"
"G29007700040051","290770040051","67","5"
"G29007700040052","290770040052","65","5"
"G29007700040053","290770040053","49","3"
"G29007700041041","290770041041","61","4"
"G29007700041042","290770041042","63","4"
"G29007700041051","290770041051","47","3"
"G29007700041052","290770041052","58","4"
"G29007700041053","290770041053","48","3"
"G29007700041054","290770041054","44","2"
"G29007700041055","290770041055","45","2"
"G29007700041061","290770041061","32","1"
"G29007700041062","290770041062","44","2"
"G29007700041071","290770041071","64","5"
"G29007700041072","290770041072","54","3"
"G29007700041073","290770041073","48","3"
"G29007700041081","290770041081","39","2"
"G29007700041082","290770041082","39","2"
"G29007700041083","290770041083","39","2"
"G29007700041091","290770041091","50","3"
"G29007700041092","290770041092","37","2"
"G29007700042011","290770042011","92","9"
"G29007700042012","290770042012","64","5"
"G29007700042013","290770042013","51","3"
"G29007700042014","290770042014","64","5"
"G29007700042015","290770042015","66","5"
"G29007700042021","290770042021","61","4"
"G29007700042022","290770042022","61","4"
"G29007700042023","290770042023","70","5"
"G29007700043031","290770043031","54","3"
"G29007700043032","290770043032","49","3"
"G29007700043041","290770043041","89","8"
"G29007700043051","290770043051","66","5"
"G29007700043052","290770043052","66","5"
"G29007700043053","290770043053","64","5"
"G29007700043061","290770043061","72","6"
"G29007700043062","290770043062","81","7"
"G29007700043063","290770043063","78","7"
"G29007700044011","290770044011","69","5"
"G29007700044012","290770044012","82","7"
"G29007700044013","290770044013","88","8"
"G29007700044014","290770044014","80","7"
"G29007700044021","290770044021","53","3"
"G29007700044022","290770044022","77","7"
"G29007700044023","290770044023","56","3"
"G29007700045001","290770045001","55","3"
"G29007700045002","290770045002","77","7"
"G29007700045003","290770045003","73","6"
"G29007700046011","290770046011","71","6"
"G29007700046012","290770046012","70","5"
"G29007700046013","290770046013","42","2"
"G29007700046021","290770046021","76","6"
"G29007700046022","290770046022","44","2"
"G29007700047001","290770047001","55","3"
"G29007700047002","290770047002","44","2"
"G29007700047003","290770047003","40","2"
"G29007700047004","290770047004","79","7"
"G29007700047005","290770047005","54","3"
"G29007700048021","290770048021","76","6"
"G29007700048022","290770048022","79","7"
"G29007700048023","290770048023","54","3"
"G29007700048031","290770048031","81","7"
"G29007700048032","290770048032","65","5"
"G29007700048033","290770048033","60","4"
"G29007700048041","290770048041","79","7"
"G29007700048042","290770048042","61","4"
"G29007700048043","290770048043","77","7"
"G29007700048051","290770048051","46","2"
"G29007700048052","290770048052","52","3"
"G29007700049001","290770049001","55","3"
"G29007700049002","290770049002","54","3"
"G29007700049003","290770049003","51","3"
"G29007700049004","290770049004","55","3"
"G29007700050011","290770050011","79","7"
"G29007700050012","290770050012","78","7"
"G29007700050021","290770050021","76","6"
"G29007700050022","290770050022","63","4"
"G29007700050023","290770050023","57","4"
"G29007700050024","290770050024","57","4"
"G29007700051001","290770051001","53","3"
"G29007700051002","290770051002","55","3"
"G29007700052011","290770052011","51","3"
"G29007700052012","290770052012","51","3"
"G29007700052021","290770052021","51","3"
"G29007700052022","290770052022","60","4"
"G29007700055001","290770055001","97","10"
"G29007700055002","290770055002","GQ","GQ"
"G29007700055003","290770055003","96","10"
"G29007700055004","290770055004","92","9"
"G29007700056001","290770056001","88","8"
"G29007700056002","290770056002","89","8"
"G29007700057001","290770057001","84","8"
"G29007700057002","290770057002","68","5"
"G29007700057003","290770057003","86","8"
"G29007700057004","290770057004","92","9"
"G29007700058011","290770058011","GQ","GQ"
"G29007700058012","290770058012","76","6"
"G29007700058021","290770058021","96","10"
"G29007700058022","290770058022","96","10"
"G29007700058023","290770058023","96","10"
"G29007909601001","290799601001","79","7"
"G29007909601002","290799601002","67","5"
"G29007909601003","290799601003","83","8"
"G29007909602001","290799602001","94","9"
"G29007909602002","290799602002","74","6"
"G29007909603001","290799603001","82","7"
"G29007909603002","290799603002","87","8"
"G29007909603003","290799603003","85","8"
"G29007909604001","290799604001","89","8"
"G29007909604002","290799604002","91","9"
"G29007909604003","290799604003","88","8"
"G29007909604004","290799604004","78","7"
"G29008109501001","290819501001","95","10"
"G29008109501002","290819501002","94","9"
"G29008109501003","290819501003","87","8"
"G29008109501004","290819501004","96","10"
"G29008109502001","290819502001","82","7"
"G29008109502002","290819502002","90","9"
"G29008109502003","290819502003","71","6"
"G29008109503001","290819503001","92","9"
"G29008109503002","290819503002","93","9"
"G29008109503003","290819503003","95","10"
"G29008109503004","290819503004","98","10"
"G29008309501001","290839501001","83","8"
"G29008309501002","290839501002","93","9"
"G29008309501003","290839501003","90","9"
"G29008309502001","290839502001","74","6"
"G29008309502002","290839502002","67","5"
"G29008309502003","290839502003","79","7"
"G29008309503001","290839503001","76","6"
"G29008309503002","290839503002","63","4"
"G29008309503003","290839503003","52","3"
"G29008309504001","290839504001","83","8"
"G29008309504002","290839504002","82","7"
"G29008309504003","290839504003","82","7"
"G29008309505001","290839505001","88","8"
"G29008309505002","290839505002","86","8"
"G29008309505003","290839505003","88","8"
"G29008309505004","290839505004","85","8"
"G29008309506001","290839506001","72","6"
"G29008309506002","290839506002","85","8"
"G29008309506003","290839506003","81","7"
"G29008309506004","290839506004","78","7"
"G29008309506005","290839506005","71","6"
"G29008504701001","290854701001","95","10"
"G29008504701002","290854701002","96","10"
"G29008504701003","290854701003","68","5"
"G29008504703001","290854703001","96","10"
"G29008504703002","290854703002","96","10"
"G29008504705011","290854705011","91","9"
"G29008504705012","290854705012","91","9"
"G29008504705021","290854705021","94","9"
"G29008504705022","290854705022","94","9"
"G29008709601001","290879601001","88","8"
"G29008709601002","290879601002","86","8"
"G29008709602001","290879602001","66","5"
"G29008709602002","290879602002","84","8"
"G29008709603001","290879603001","90","9"
"G29008709603002","290879603002","89","8"
"G29008909601001","290899601001","61","4"
"G29008909601002","290899601002","60","4"
"G29008909601003","290899601003","89","8"
"G29008909602001","290899602001","60","4"
"G29008909602002","290899602002","41","2"
"G29008909602003","290899602003","88","8"
"G29008909603001","290899603001","62","4"
"G29008909603002","290899603002","GQ","GQ"
"G29008909603003","290899603003","95","10"
"G29008909603004","290899603004","76","6"
"G29009100901011","290910901011","92","9"
"G29009100901012","290910901012","97","10"
"G29009100901021","290910901021","66","5"
"G29009100901022","290910901022","87","8"
"G29009100902001","290910902001","66","5"
"G29009100902002","290910902002","79","7"
"G29009100902003","290910902003","86","8"
"G29009100903001","290910903001","78","7"
"G29009100903002","290910903002","78","7"
"G29009100903003","290910903003","93","9"
"G29009100904001","290910904001","96","10"
"G29009100904002","290910904002","91","9"
"G29009100904003","290910904003","87","8"
"G29009100904004","290910904004","85","8"
"G29009100905001","290910905001","70","5"
"G29009100905002","290910905002","62","4"
"G29009100905003","290910905003","70","5"
"G29009100905004","290910905004","70","5"
"G29009100906001","290910906001","77","7"
"G29009100906002","290910906002","65","5"
"G29009100906003","290910906003","75","6"
"G29009100906004","290910906004","77","7"
"G29009100907001","290910907001","92","9"
"G29009100907002","290910907002","92","9"
"G29009100907003","290910907003","92","9"
"G29009100907004","290910907004","92","9"
"G29009100907005","290910907005","92","9"
"G29009100907006","290910907006","92","9"
"G29009100908011","290910908011","56","3"
"G29009100908012","290910908012","90","9"
"G29009100908013","290910908013","94","9"
"G29009100908021","290910908021","83","8"
"G29009100908022","290910908022","82","7"
"G29009309501001","290939501001","84","8"
"G29009309501002","290939501002","92","9"
"G29009309502001","290939502001","88","8"
"G29009309502002","290939502002","87","8"
"G29009309503001","290939503001","91","9"
"G29009309503002","290939503002","89","8"
"G29009309503003","290939503003","91","9"
"G29009309504001","290939504001","85","8"
"G29009309504002","290939504002","91","9"
"G29009500003001","290950003001","56","3"
"G29009500003002","290950003002","PH","PH"
"G29009500003003","290950003003","67","5"
"G29009500006001","290950006001","98","10"
"G29009500006002","290950006002","96","10"
"G29009500006003","290950006003","97","10"
"G29009500006004","290950006004","100","10"
"G29009500007001","290950007001","91","9"
"G29009500007002","290950007002","88","8"
"G29009500007003","290950007003","96","10"
"G29009500008001","290950008001","92","9"
"G29009500008002","290950008002","89","8"
"G29009500008003","290950008003","97","10"
"G29009500008004","290950008004","96","10"
"G29009500009001","290950009001","94","9"
"G29009500009002","290950009002","97","10"
"G29009500009003","290950009003","94","9"
"G29009500009004","290950009004","99","10"
"G29009500010001","290950010001","77","7"
"G29009500010002","290950010002","74","6"
"G29009500010003","290950010003","77","7"
"G29009500011001","290950011001","74","6"
"G29009500011002","290950011002","59","4"
"G29009500018001","290950018001","97","10"
"G29009500018002","290950018002","97","10"
"G29009500018003","290950018003","97","10"
"G29009500018004","290950018004","97","10"
"G29009500019001","290950019001","99","10"
"G29009500019002","290950019002","100","10"
"G29009500019003","290950019003","100","10"
"G29009500019004","290950019004","98","10"
"G29009500020001","290950020001","99","10"
"G29009500020002","290950020002","99","10"
"G29009500021001","290950021001","100","10"
"G29009500021002","290950021002","PH","PH"
"G29009500021003","290950021003","100","10"
"G29009500021004","290950021004","100","10"
"G29009500021005","290950021005","100","10"
"G29009500022001","290950022001","100","10"
"G29009500022002","290950022002","100","10"
"G29009500022003","290950022003","99","10"
"G29009500023001","290950023001","95","10"
"G29009500023002","290950023002","87","8"
"G29009500034001","290950034001","99","10"
"G29009500034002","290950034002","100","10"
"G29009500034003","290950034003","99","10"
"G29009500034004","290950034004","100","10"
"G29009500037001","290950037001","100","10"
"G29009500038001","290950038001","95","10"
"G29009500038002","290950038002","94","9"
"G29009500043001","290950043001","34","1"
"G29009500043002","290950043002","45","2"
"G29009500044001","290950044001","38","2"
"G29009500046001","290950046001","38","2"
"G29009500046002","290950046002","59","4"
"G29009500046003","290950046003","22","1"
"G29009500051001","290950051001","15","1"
"G29009500051002","290950051002","47","3"
"G29009500052001","290950052001","88","8"
"G29009500053001","290950053001","72","6"
"G29009500053002","290950053002","72","6"
"G29009500054001","290950054001","100","10"
"G29009500055001","290950055001","98","10"
"G29009500056011","290950056011","100","10"
"G29009500056012","290950056012","100","10"
"G29009500056021","290950056021","99","10"
"G29009500056022","290950056022","98","10"
"G29009500057001","290950057001","96","10"
"G29009500057002","290950057002","98","10"
"G29009500058011","290950058011","100","10"
"G29009500058012","290950058012","100","10"
"G29009500058013","290950058013","100","10"
"G29009500060001","290950060001","99","10"
"G29009500061001","290950061001","97","10"
"G29009500061002","290950061002","96","10"
"G29009500061003","290950061003","97","10"
"G29009500063001","290950063001","100","10"
"G29009500063002","290950063002","100","10"
"G29009500065001","290950065001","57","4"
"G29009500065002","290950065002","54","3"
"G29009500066001","290950066001","61","4"
"G29009500066002","290950066002","56","3"
"G29009500067001","290950067001","79","7"
"G29009500067002","290950067002","50","3"
"G29009500069001","290950069001","37","2"
"G29009500069002","290950069002","33","1"
"G29009500071001","290950071001","53","3"
"G29009500071002","290950071002","57","4"
"G29009500071003","290950071003","55","3"
"G29009500071004","290950071004","56","3"
"G29009500072001","290950072001","3","1"
"G29009500072002","290950072002","31","1"
"G29009500073011","290950073011","31","1"
"G29009500073012","290950073012","31","1"
"G29009500073021","290950073021","8","1"
"G29009500073022","290950073022","8","1"
"G29009500074001","290950074001","GQ","GQ"
"G29009500074002","290950074002","GQ","GQ"
"G29009500074003","290950074003","8","1"
"G29009500074004","290950074004","10","1"
"G29009500075001","290950075001","95","10"
"G29009500075002","290950075002","63","4"
"G29009500075003","290950075003","GQ","GQ"
"G29009500076001","290950076001","93","9"
"G29009500076002","290950076002","95","10"
"G29009500076003","290950076003","94","9"
"G29009500077001","290950077001","71","6"
"G29009500077002","290950077002","74","6"
"G29009500078021","290950078021","98","10"
"G29009500078022","290950078022","93","9"
"G29009500079001","290950079001","97","10"
"G29009500079002","290950079002","98","10"
"G29009500079003","290950079003","97","10"
"G29009500080001","290950080001","97","10"
"G29009500080002","290950080002","98","10"
"G29009500080003","290950080003","74","6"
"G29009500081001","290950081001","94","9"
"G29009500081002","290950081002","95","10"
"G29009500082001","290950082001","45","2"
"G29009500082002","290950082002","43","2"
"G29009500082003","290950082003","53","3"
"G29009500082004","290950082004","48","3"
"G29009500083001","290950083001","14","1"
"G29009500083002","290950083002","20","1"
"G29009500084001","290950084001","3","1"
"G29009500084002","290950084002","15","1"
"G29009500084003","290950084003","7","1"
"G29009500085001","290950085001","11","1"
"G29009500085002","290950085002","14","1"
"G29009500085003","290950085003","10","1"
"G29009500085004","290950085004","9","1"
"G29009500086001","290950086001","50","3"
"G29009500086002","290950086002","38","2"
"G29009500086003","290950086003","36","2"
"G29009500086004","290950086004","32","1"
"G29009500086005","290950086005","33","1"
"G29009500086006","290950086006","27","1"
"G29009500087001","290950087001","96","10"
"G29009500087002","290950087002","97","10"
"G29009500088001","290950088001","78","7"
"G29009500088002","290950088002","91","9"
"G29009500088003","290950088003","96","10"
"G29009500088004","290950088004","94","9"
"G29009500089001","290950089001","90","9"
"G29009500089002","290950089002","99","10"
"G29009500090001","290950090001","90","9"
"G29009500090002","290950090002","89","8"
"G29009500090003","290950090003","93","9"
"G29009500090004","290950090004","87","8"
"G29009500090005","290950090005","85","8"
"G29009500091001","290950091001","56","3"
"G29009500091002","290950091002","34","1"
"G29009500091003","290950091003","44","2"
"G29009500091004","290950091004","46","2"
"G29009500092001","290950092001","30","1"
"G29009500092002","290950092002","55","3"
"G29009500092003","290950092003","39","2"
"G29009500093001","290950093001","58","4"
"G29009500093002","290950093002","60","4"
"G29009500093003","290950093003","51","3"
"G29009500094001","290950094001","72","6"
"G29009500094002","290950094002","70","5"
"G29009500094003","290950094003","64","5"
"G29009500094004","290950094004","61","4"
"G29009500095001","290950095001","95","10"
"G29009500095002","290950095002","95","10"
"G29009500095003","290950095003","95","10"
"G29009500095004","290950095004","95","10"
"G29009500096001","290950096001","85","8"
"G29009500096002","290950096002","87","8"
"G29009500096003","290950096003","PH","PH"
"G29009500097001","290950097001","88","8"
"G29009500097002","290950097002","80","7"
"G29009500098001","290950098001","64","5"
"G29009500098002","290950098002","60","4"
"G29009500098003","290950098003","72","6"
"G29009500098004","290950098004","59","4"
"G29009500099001","290950099001","65","5"
"G29009500099002","290950099002","57","4"
"G29009500100011","290950100011","38","2"
"G29009500100012","290950100012","50","3"
"G29009500100021","290950100021","70","5"
"G29009500100022","290950100022","69","5"
"G29009500100023","290950100023","74","6"
"G29009500101031","290950101031","68","5"
"G29009500101032","290950101032","PH","PH"
"G29009500101033","290950101033","QDI","QDI"
"G29009500101051","290950101051","33","1"
"G29009500101052","290950101052","25","1"
"G29009500101053","290950101053","41","2"
"G29009500101054","290950101054","37","2"
"G29009500102011","290950102011","74","6"
"G29009500102012","290950102012","99","10"
"G29009500102031","290950102031","57","4"
"G29009500102032","290950102032","65","5"
"G29009500102033","290950102033","PH","PH"
"G29009500102034","290950102034","62","4"
"G29009500102041","290950102041","74","6"
"G29009500102042","290950102042","83","8"
"G29009500102043","290950102043","77","7"
"G29009500102044","290950102044","78","7"
"G29009500105001","290950105001","85","8"
"G29009500105002","290950105002","86","8"
"G29009500105003","290950105003","91","9"
"G29009500105004","290950105004","88","8"
"G29009500105005","290950105005","89","8"
"G29009500106001","290950106001","69","5"
"G29009500106002","290950106002","72","6"
"G29009500106003","290950106003","77","7"
"G29009500106004","290950106004","76","6"
"G29009500107021","290950107021","85","8"
"G29009500107022","290950107022","93","9"
"G29009500107023","290950107023","80","7"
"G29009500110011","290950110011","92","9"
"G29009500110012","290950110012","90","9"
"G29009500110013","290950110013","94","9"
"G29009500110021","290950110021","97","10"
"G29009500110022","290950110022","90","9"
"G29009500111001","290950111001","80","7"
"G29009500111002","290950111002","95","10"
"G29009500111003","290950111003","93","9"
"G29009500112001","290950112001","85","8"
"G29009500112002","290950112002","83","8"
"G29009500112003","290950112003","84","8"
"G29009500113001","290950113001","75","6"
"G29009500113002","290950113002","77","7"
"G29009500113003","290950113003","71","6"
"G29009500114051","290950114051","96","10"
"G29009500114052","290950114052","84","8"
"G29009500114061","290950114061","79","7"
"G29009500114062","290950114062","68","5"
"G29009500114063","290950114063","78","7"
"G29009500114064","290950114064","68","5"
"G29009500114071","290950114071","80","7"
"G29009500114072","290950114072","52","3"
"G29009500114081","290950114081","94","9"
"G29009500114082","290950114082","PH","PH"
"G29009500114091","290950114091","64","5"
"G29009500114101","290950114101","81","7"
"G29009500114102","290950114102","77","7"
"G29009500115011","290950115011","QDI","QDI"
"G29009500115012","290950115012","90","9"
"G29009500115013","290950115013","88","8"
"G29009500115014","290950115014","88","8"
"G29009500115021","290950115021","96","10"
"G29009500115022","290950115022","94","9"
"G29009500116011","290950116011","94","9"
"G29009500116012","290950116012","94","9"
"G29009500116013","290950116013","95","10"
"G29009500116021","290950116021","86","8"
"G29009500116022","290950116022","95","10"
"G29009500116023","290950116023","GQ","GQ"
"G29009500117011","290950117011","96","10"
"G29009500117012","290950117012","95","10"
"G29009500117021","290950117021","88","8"
"G29009500117022","290950117022","91","9"
"G29009500117023","290950117023","88","8"
"G29009500118001","290950118001","88","8"
"G29009500118002","290950118002","92","9"
"G29009500118003","290950118003","88","8"
"G29009500118004","290950118004","85","8"
"G29009500118005","290950118005","93","9"
"G29009500119001","290950119001","86","8"
"G29009500119002","290950119002","87","8"
"G29009500119003","290950119003","74","6"
"G29009500119004","290950119004","89","8"
"G29009500120001","290950120001","85","8"
"G29009500120002","290950120002","81","7"
"G29009500120003","290950120003","83","8"
"G29009500121001","290950121001","92","9"
"G29009500121002","290950121002","71","6"
"G29009500121003","290950121003","79","7"
"G29009500121004","290950121004","80","7"
"G29009500121005","290950121005","90","9"
"G29009500121006","290950121006","85","8"
"G29009500122001","290950122001","72","6"
"G29009500122002","290950122002","73","6"
"G29009500122003","290950122003","73","6"
"G29009500122004","290950122004","73","6"
"G29009500123001","290950123001","68","5"
"G29009500123002","290950123002","87","8"
"G29009500124001","290950124001","76","6"
"G29009500124002","290950124002","81","7"
"G29009500124003","290950124003","79","7"
"G29009500124004","290950124004","80","7"
"G29009500125011","290950125011","83","8"
"G29009500125012","290950125012","83","8"
"G29009500125013","290950125013","72","6"
"G29009500125021","290950125021","77","7"
"G29009500125022","290950125022","76","6"
"G29009500125023","290950125023","78","7"
"G29009500126001","290950126001","61","4"
"G29009500126002","290950126002","87","8"
"G29009500126003","290950126003","90","9"
"G29009500126004","290950126004","88","8"
"G29009500127021","290950127021","65","5"
"G29009500127022","290950127022","69","5"
"G29009500127023","290950127023","73","6"
"G29009500127031","290950127031","79","7"
"G29009500127032","290950127032","55","3"
"G29009500128021","290950128021","79","7"
"G29009500128022","290950128022","54","3"
"G29009500128023","290950128023","70","5"
"G29009500128031","290950128031","73","6"
"G29009500128032","290950128032","88","8"
"G29009500128041","290950128041","76","6"
"G29009500128042","290950128042","79","7"
"G29009500128043","290950128043","83","8"
"G29009500128044","290950128044","82","7"
"G29009500128045","290950128045","78","7"
"G29009500129031","290950129031","81","7"
"G29009500129032","290950129032","91","9"
"G29009500129033","290950129033","92","9"
"G29009500129034","290950129034","84","8"
"G29009500129041","290950129041","78","7"
"G29009500129042","290950129042","74","6"
"G29009500129043","290950129043","72","6"
"G29009500129061","290950129061","89","8"
"G29009500129062","290950129062","80","7"
"G29009500129063","290950129063","82","7"
"G29009500129064","290950129064","87","8"
"G29009500129065","290950129065","88","8"
"G29009500130031","290950130031","91","9"
"G29009500130032","290950130032","85","8"
"G29009500130033","290950130033","87","8"
"G29009500130034","290950130034","80","7"
"G29009500131001","290950131001","96","10"
"G29009500131002","290950131002","88","8"
"G29009500131003","290950131003","75","6"
"G29009500132031","290950132031","91","9"
"G29009500132032","290950132032","94","9"
"G29009500132033","290950132033","94","9"
"G29009500132034","290950132034","98","10"
"G29009500132081","290950132081","85","8"
"G29009500132082","290950132082","84","8"
"G29009500132101","290950132101","92","9"
"G29009500132102","290950132102","87","8"
"G29009500132103","290950132103","94","9"
"G29009500133011","290950133011","89","8"
"G29009500133012","290950133012","84","8"
"G29009500133013","290950133013","94","9"
"G29009500133014","290950133014","95","10"
"G29009500133071","290950133071","81","7"
"G29009500133072","290950133072","81","7"
"G29009500133091","290950133091","63","4"
"G29009500133092","290950133092","68","5"
"G29009500133093","290950133093","91","9"
"G29009500133094","290950133094","97","10"
"G29009500133131","290950133131","78","7"
"G29009500133132","290950133132","75","6"
"G29009500133133","290950133133","75","6"
"G29009500133134","290950133134","78","7"
"G29009500134011","290950134011","53","3"
"G29009500134012","290950134012","87","8"
"G29009500134051","290950134051","84","8"
"G29009500134052","290950134052","41","2"
"G29009500134071","290950134071","32","1"
"G29009500134072","290950134072","32","1"
"G29009500134101","290950134101","98","10"
"G29009500134102","290950134102","92","9"
"G29009500134103","290950134103","94","9"
"G29009500134104","290950134104","95","10"
"G29009500134161","290950134161","62","4"
"G29009500134171","290950134171","65","5"
"G29009500134172","290950134172","65","5"
"G29009500134173","290950134173","65","5"
"G29009500134181","290950134181","57","4"
"G29009500134182","290950134182","29","1"
"G29009500134183","290950134183","59","4"
"G29009500135021","290950135021","42","2"
"G29009500135022","290950135022","43","2"
"G29009500135023","290950135023","52","3"
"G29009500135024","290950135024","46","2"
"G29009500135025","290950135025","48","3"
"G29009500135041","290950135041","25","1"
"G29009500135042","290950135042","46","2"
"G29009500135043","290950135043","28","1"
"G29009500136061","290950136061","30","1"
"G29009500136121","290950136121","22","1"
"G29009500136122","290950136122","18","1"
"G29009500136123","290950136123","20","1"
"G29009500136124","290950136124","PH","PH"
"G29009500136125","290950136125","26","1"
"G29009500136131","290950136131","65","5"
"G29009500136132","290950136132","65","5"
"G29009500136133","290950136133","68","5"
"G29009500136141","290950136141","21","1"
"G29009500136151","290950136151","50","3"
"G29009500136152","290950136152","39","2"
"G29009500137051","290950137051","63","4"
"G29009500137061","290950137061","73","6"
"G29009500137062","290950137062","72","6"
"G29009500137063","290950137063","71","6"
"G29009500137071","290950137071","53","3"
"G29009500137072","290950137072","61","4"
"G29009500137081","290950137081","49","3"
"G29009500137082","290950137082","39","2"
"G29009500138011","290950138011","49","3"
"G29009500138012","290950138012","56","3"
"G29009500138013","290950138013","44","2"
"G29009500138031","290950138031","51","3"
"G29009500138032","290950138032","54","3"
"G29009500138033","290950138033","52","3"
"G29009500138041","290950138041","38","2"
"G29009500138042","290950138042","36","2"
"G29009500139021","290950139021","38","2"
"G29009500139041","290950139041","41","2"
"G29009500139042","290950139042","45","2"
"G29009500139043","290950139043","32","1"
"G29009500139044","290950139044","33","1"
"G29009500139161","290950139161","18","1"
"G29009500139162","290950139162","30","1"
"G29009500139163","290950139163","46","2"
"G29009500139164","290950139164","37","2"
"G29009500139171","290950139171","27","1"
"G29009500139172","290950139172","31","1"
"G29009500139181","290950139181","10","1"
"G29009500139182","290950139182","21","1"
"G29009500139183","290950139183","19","1"
"G29009500140021","290950140021","37","2"
"G29009500140022","290950140022","61","4"
"G29009500140041","290950140041","56","4"
"G29009500140042","290950140042","72","6"
"G29009500140043","290950140043","61","4"
"G29009500140051","290950140051","57","4"
"G29009500140052","290950140052","60","4"
"G29009500140053","290950140053","82","7"
"G29009500140054","290950140054","65","5"
"G29009500140061","290950140061","49","3"
"G29009500140062","290950140062","59","4"
"G29009500140063","290950140063","49","3"
"G29009500140081","290950140081","66","5"
"G29009500140082","290950140082","65","5"
"G29009500140083","290950140083","66","5"
"G29009500140091","290950140091","39","2"
"G29009500140092","290950140092","63","4"
"G29009500141111","290950141111","52","3"
