"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G29018902112014","291892112014","99","10"
"G29018902112021","291892112021","76","6"
"G29018902112022","291892112022","78","7"
"G29018902113011","291892113011","81","7"
"G29018902113012","291892113012","77","7"
"G29018902113013","291892113013","74","6"
"G29018902113311","291892113311","65","5"
"G29018902113312","291892113312","61","4"
"G29018902113313","291892113313","76","6"
"G29018902113314","291892113314","89","9"
"G29018902113315","291892113315","66","5"
"G29018902113321","291892113321","74","6"
"G29018902113322","291892113322","72","6"
"G29018902113323","291892113323","72","6"
"G29018902113324","291892113324","73","6"
"G29018902113331","291892113331","47","3"
"G29018902113332","291892113332","61","4"
"G29018902113333","291892113333","48","3"
"G29018902113341","291892113341","74","6"
"G29018902113342","291892113342","78","7"
"G29018902113343","291892113343","73","6"
"G29018902114011","291892114011","73","6"
"G29018902114012","291892114012","80","7"
"G29018902114013","291892114013","81","7"
"G29018902114014","291892114014","82","7"
"G29018902114021","291892114021","65","5"
"G29018902114022","291892114022","97","10"
"G29018902115001","291892115001","96","10"
"G29018902115002","291892115002","94","9"
"G29018902115003","291892115003","87","8"
"G29018902116001","291892116001","80","7"
"G29018902116002","291892116002","89","9"
"G29018902116003","291892116003","86","8"
"G29018902116004","291892116004","89","9"
"G29018902116005","291892116005","85","8"
"G29018902116006","291892116006","89","9"
"G29018902117001","291892117001","67","5"
"G29018902117002","291892117002","81","7"
"G29018902117003","291892117003","84","8"
"G29018902117004","291892117004","95","10"
"G29018902118011","291892118011","88","8"
"G29018902118012","291892118012","98","10"
"G29018902118013","291892118013","95","10"
"G29018902118021","291892118021","96","10"
"G29018902118022","291892118022","94","9"
"G29018902118023","291892118023","79","7"
"G29018902119001","291892119001","99","10"
"G29018902119002","291892119002","96","10"
"G29018902119003","291892119003","100","10"
"G29018902119004","291892119004","99","10"
"G29018902119005","291892119005","99","10"
"G29018902120021","291892120021","98","10"
"G29018902120022","291892120022","98","10"
"G29018902120023","291892120023","99","10"
"G29018902120031","291892120031","98","10"
"G29018902120032","291892120032","96","10"
"G29018902120033","291892120033","98","10"
"G29018902120041","291892120041","95","10"
"G29018902120042","291892120042","95","10"
"G29018902120043","291892120043","99","10"
"G29018902121011","291892121011","97","10"
"G29018902121012","291892121012","98","10"
"G29018902121013","291892121013","99","10"
"G29018902121014","291892121014","98","10"
"G29018902121015","291892121015","98","10"
"G29018902121021","291892121021","98","10"
"G29018902121022","291892121022","99","10"
"G29018902122011","291892122011","93","9"
"G29018902122012","291892122012","98","10"
"G29018902122013","291892122013","98","10"
"G29018902122014","291892122014","95","10"
"G29018902122021","291892122021","97","10"
"G29018902122022","291892122022","99","10"
"G29018902122023","291892122023","99","10"
"G29018902123001","291892123001","91","9"
"G29018902123002","291892123002","64","5"
"G29018902123003","291892123003","70","6"
"G29018902123004","291892123004","86","8"
"G29018902124001","291892124001","91","9"
"G29018902124002","291892124002","97","10"
"G29018902125001","291892125001","93","9"
"G29018902125002","291892125002","93","9"
"G29018902125003","291892125003","91","9"
"G29018902125004","291892125004","98","10"
"G29018902126001","291892126001","89","9"
"G29018902126002","291892126002","77","7"
"G29018902126003","291892126003","84","8"
"G29018902126004","291892126004","86","8"
"G29018902126005","291892126005","90","9"
"G29018902127011","291892127011","94","9"
"G29018902127012","291892127012","93","9"
"G29018902127021","291892127021","96","10"
"G29018902127022","291892127022","96","10"
"G29018902127023","291892127023","96","10"
"G29018902131021","291892131021","64","5"
"G29018902131022","291892131022","PH","PH"
"G29018902131031","291892131031","48","3"
"G29018902131032","291892131032","65","5"
"G29018902131033","291892131033","55","3"
"G29018902131041","291892131041","94","9"
"G29018902131042","291892131042","97","10"
"G29018902132021","291892132021","57","4"
"G29018902132022","291892132022","56","4"
"G29018902132023","291892132023","64","5"
"G29018902132024","291892132024","56","4"
"G29018902132025","291892132025","66","5"
"G29018902132031","291892132031","46","2"
"G29018902132032","291892132032","57","4"
"G29018902132033","291892132033","45","2"
"G29018902132041","291892132041","82","7"
"G29018902132042","291892132042","67","5"
"G29018902132043","291892132043","40","2"
"G29018902133011","291892133011","91","9"
"G29018902133012","291892133012","85","8"
"G29018902133013","291892133013","91","9"
"G29018902133021","291892133021","91","9"
"G29018902133022","291892133022","92","9"
"G29018902133023","291892133023","93","9"
"G29018902134011","291892134011","81","7"
"G29018902134012","291892134012","92","9"
"G29018902134013","291892134013","86","8"
"G29018902134014","291892134014","91","9"
"G29018902134015","291892134015","92","9"
"G29018902134021","291892134021","91","9"
"G29018902134022","291892134022","82","7"
"G29018902135001","291892135001","90","9"
"G29018902135002","291892135002","82","7"
"G29018902135003","291892135003","93","9"
"G29018902135004","291892135004","89","9"
"G29018902136001","291892136001","97","10"
"G29018902136002","291892136002","97","10"
"G29018902136003","291892136003","96","10"
"G29018902136004","291892136004","96","10"
"G29018902136005","291892136005","97","10"
"G29018902137011","291892137011","47","3"
"G29018902137012","291892137012","47","3"
"G29018902137021","291892137021","66","5"
"G29018902137022","291892137022","52","3"
"G29018902137023","291892137023","94","9"
"G29018902137024","291892137024","GQ","GQ"
"G29018902138001","291892138001","97","10"
"G29018902138002","291892138002","97","10"
"G29018902138003","291892138003","98","10"
"G29018902138004","291892138004","99","10"
"G29018902138005","291892138005","98","10"
"G29018902138006","291892138006","97","10"
"G29018902139001","291892139001","60","4"
"G29018902139002","291892139002","61","4"
"G29018902141001","291892141001","99","10"
"G29018902141002","291892141002","92","9"
"G29018902142001","291892142001","97","10"
"G29018902142002","291892142002","99","10"
"G29018902142003","291892142003","99","10"
"G29018902143001","291892143001","93","9"
"G29018902143002","291892143002","89","9"
"G29018902143003","291892143003","98","10"
"G29018902144001","291892144001","86","8"
"G29018902144002","291892144002","86","8"
"G29018902144003","291892144003","86","8"
"G29018902144004","291892144004","86","8"
"G29018902144005","291892144005","86","8"
"G29018902145001","291892145001","89","9"
"G29018902145002","291892145002","77","7"
"G29018902145003","291892145003","77","7"
"G29018902146011","291892146011","74","6"
"G29018902146012","291892146012","92","9"
"G29018902146013","291892146013","91","9"
"G29018902146014","291892146014","91","9"
"G29018902146021","291892146021","93","9"
"G29018902146022","291892146022","90","9"
"G29018902146023","291892146023","92","9"
"G29018902147001","291892147001","81","7"
"G29018902147002","291892147002","83","8"
"G29018902147003","291892147003","92","9"
"G29018902147004","291892147004","86","8"
"G29018902147005","291892147005","85","8"
"G29018902147006","291892147006","82","7"
"G29018902147007","291892147007","67","5"
"G29018902148001","291892148001","84","8"
"G29018902148002","291892148002","91","9"
"G29018902148003","291892148003","87","8"
"G29018902148004","291892148004","86","8"
"G29018902148005","291892148005","86","8"
"G29018902149011","291892149011","71","6"
"G29018902149012","291892149012","74","6"
"G29018902149021","291892149021","80","7"
"G29018902149022","291892149022","76","6"
"G29018902150011","291892150011","53","3"
"G29018902150012","291892150012","55","3"
"G29018902150031","291892150031","58","4"
"G29018902150032","291892150032","34","2"
"G29018902150033","291892150033","44","2"
"G29018902150041","291892150041","47","3"
"G29018902150042","291892150042","57","4"
"G29018902150043","291892150043","45","2"
"G29018902150051","291892150051","43","2"
"G29018902150052","291892150052","43","2"
"G29018902150053","291892150053","43","2"
"G29018902150054","291892150054","43","2"
"G29018902150055","291892150055","44","2"
"G29018902151021","291892151021","48","3"
"G29018902151022","291892151022","43","2"
"G29018902151023","291892151023","45","2"
"G29018902151031","291892151031","37","2"
"G29018902151051","291892151051","24","1"
"G29018902151052","291892151052","34","2"
"G29018902151411","291892151411","37","2"
"G29018902151412","291892151412","32","1"
"G29018902151413","291892151413","42","2"
"G29018902151431","291892151431","52","3"
"G29018902151432","291892151432","61","4"
"G29018902151441","291892151441","56","4"
"G29018902151442","291892151442","52","3"
"G29018902151443","291892151443","55","3"
"G29018902151444","291892151444","61","4"
"G29018902151451","291892151451","36","2"
"G29018902151452","291892151452","53","3"
"G29018902151453","291892151453","45","2"
"G29018902151454","291892151454","37","2"
"G29018902151461","291892151461","58","4"
"G29018902151462","291892151462","49","3"
"G29018902152011","291892152011","8","1"
"G29018902152012","291892152012","8","1"
"G29018902152013","291892152013","25","1"
"G29018902152014","291892152014","14","1"
"G29018902152311","291892152311","23","1"
"G29018902152312","291892152312","29","1"
"G29018902152331","291892152331","30","1"
"G29018902152332","291892152332","21","1"
"G29018902152333","291892152333","52","3"
"G29018902152341","291892152341","5","1"
"G29018902152351","291892152351","17","1"
"G29018902152352","291892152352","17","1"
"G29018902152353","291892152353","26","1"
"G29018902152361","291892152361","18","1"
"G29018902152362","291892152362","25","1"
"G29018902153011","291892153011","11","1"
"G29018902153012","291892153012","12","1"
"G29018902153013","291892153013","47","3"
"G29018902153021","291892153021","6","1"
"G29018902153022","291892153022","8","1"
"G29018902153023","291892153023","8","1"
"G29018902153024","291892153024","7","1"
"G29018902154001","291892154001","5","1"
"G29018902154002","291892154002","2","1"
"G29018902154003","291892154003","9","1"
"G29018902154004","291892154004","4","1"
"G29018902154005","291892154005","1","1"
"G29018902155001","291892155001","14","1"
"G29018902155002","291892155002","16","1"
"G29018902155003","291892155003","17","1"
"G29018902155004","291892155004","11","1"
"G29018902156001","291892156001","44","2"
"G29018902156002","291892156002","44","2"
"G29018902156003","291892156003","63","5"
"G29018902157001","291892157001","80","7"
"G29018902157002","291892157002","88","8"
"G29018902157003","291892157003","83","8"
"G29018902157004","291892157004","84","8"
"G29018902157005","291892157005","82","7"
"G29018902157006","291892157006","75","6"
"G29018902158011","291892158011","30","1"
"G29018902158012","291892158012","25","1"
"G29018902158013","291892158013","21","1"
"G29018902158021","291892158021","25","1"
"G29018902158022","291892158022","25","1"
"G29018902158031","291892158031","26","1"
"G29018902158032","291892158032","27","1"
"G29018902158033","291892158033","25","1"
"G29018902159011","291892159011","86","8"
"G29018902159012","291892159012","47","3"
"G29018902159013","291892159013","54","3"
"G29018902159014","291892159014","61","4"
"G29018902159021","291892159021","84","8"
"G29018902159022","291892159022","95","10"
"G29018902159023","291892159023","58","4"
"G29018902160001","291892160001","94","9"
"G29018902160002","291892160002","85","8"
"G29018902161011","291892161011","21","1"
"G29018902161012","291892161012","52","3"
"G29018902161013","291892161013","87","8"
"G29018902161021","291892161021","13","1"
"G29018902161022","291892161022","10","1"
"G29018902162011","291892162011","7","1"
"G29018902162012","291892162012","33","1"
"G29018902162013","291892162013","40","2"
"G29018902162014","291892162014","11","1"
"G29018902162021","291892162021","23","1"
"G29018902162022","291892162022","11","1"
"G29018902162023","291892162023","11","1"
"G29018902162024","291892162024","18","1"
"G29018902163001","291892163001","GQ","GQ"
"G29018902163002","291892163002","16","1"
"G29018902163003","291892163003","11","1"
"G29018902164011","291892164011","5","1"
"G29018902164012","291892164012","7","1"
"G29018902164013","291892164013","28","1"
"G29018902164021","291892164021","9","1"
"G29018902164022","291892164022","10","1"
"G29018902164023","291892164023","7","1"
"G29018902165001","291892165001","4","1"
"G29018902165002","291892165002","8","1"
"G29018902165003","291892165003","GQ","GQ"
"G29018902165004","291892165004","14","1"
"G29018902166001","291892166001","11","1"
"G29018902166002","291892166002","11","1"
"G29018902166003","291892166003","10","1"
"G29018902167001","291892167001","36","2"
"G29018902167002","291892167002","43","2"
"G29018902167003","291892167003","47","3"
"G29018902167004","291892167004","44","2"
"G29018902168001","291892168001","47","3"
"G29018902168002","291892168002","39","2"
"G29018902168003","291892168003","37","2"
"G29018902169001","291892169001","58","4"
"G29018902169002","291892169002","62","4"
"G29018902170001","291892170001","51","3"
"G29018902170002","291892170002","52","3"
"G29018902170003","291892170003","51","3"
"G29018902170004","291892170004","51","3"
"G29018902172001","291892172001","68","5"
"G29018902172002","291892172002","69","5"
"G29018902173001","291892173001","40","2"
"G29018902173002","291892173002","45","2"
"G29018902173003","291892173003","44","2"
"G29018902174001","291892174001","21","1"
"G29018902174002","291892174002","63","5"
"G29018902174003","291892174003","39","2"
"G29018902174004","291892174004","25","1"
"G29018902175001","291892175001","6","1"
"G29018902175002","291892175002","4","1"
"G29018902175003","291892175003","7","1"
"G29018902175004","291892175004","10","1"
"G29018902175005","291892175005","11","1"
"G29018902176001","291892176001","8","1"
"G29018902176002","291892176002","16","1"
"G29018902176003","291892176003","6","1"
"G29018902176004","291892176004","6","1"
"G29018902177011","291892177011","6","1"
"G29018902177012","291892177012","6","1"
"G29018902177013","291892177013","6","1"
"G29018902177021","291892177021","4","1"
"G29018902177022","291892177022","14","1"
"G29018902177023","291892177023","6","1"
"G29018902177024","291892177024","30","1"
"G29018902177025","291892177025","48","3"
"G29018902178021","291892178021","25","1"
"G29018902178022","291892178022","31","1"
"G29018902178023","291892178023","31","1"
"G29018902178024","291892178024","33","1"
"G29018902178061","291892178061","49","3"
"G29018902178062","291892178062","42","2"
"G29018902178063","291892178063","45","2"
"G29018902178071","291892178071","23","1"
"G29018902178072","291892178072","26","1"
"G29018902178073","291892178073","35","2"
"G29018902178074","291892178074","42","2"
"G29018902178411","291892178411","21","1"
"G29018902178412","291892178412","25","1"
"G29018902178413","291892178413","25","1"
"G29018902178511","291892178511","18","1"
"G29018902178512","291892178512","19","1"
"G29018902178521","291892178521","18","1"
"G29018902178522","291892178522","14","1"
"G29018902178523","291892178523","21","1"
"G29018902178531","291892178531","24","1"
"G29018902178532","291892178532","10","1"
"G29018902178533","291892178533","13","1"
"G29018902178541","291892178541","15","1"
"G29018902179211","291892179211","15","1"
"G29018902179212","291892179212","14","1"
"G29018902179213","291892179213","15","1"
"G29018902179231","291892179231","63","5"
"G29018902179232","291892179232","42","2"
"G29018902179233","291892179233","17","1"
"G29018902179234","291892179234","39","2"
"G29018902179311","291892179311","52","3"
"G29018902179312","291892179312","56","4"
"G29018902179313","291892179313","44","2"
"G29018902179314","291892179314","37","2"
"G29018902179321","291892179321","40","2"
"G29018902179322","291892179322","28","1"
"G29018902179323","291892179323","35","2"
"G29018902179411","291892179411","46","2"
"G29018902179412","291892179412","52","3"
"G29018902179413","291892179413","49","3"
"G29018902179414","291892179414","34","2"
"G29018902179421","291892179421","35","2"
"G29018902179422","291892179422","46","2"
"G29018902179423","291892179423","35","2"
"G29018902179424","291892179424","65","5"
"G29018902179431","291892179431","30","1"
"G29018902179432","291892179432","42","2"
"G29018902179441","291892179441","29","1"
"G29018902179442","291892179442","29","1"
"G29018902179443","291892179443","26","1"
"G29018902180121","291892180121","16","1"
"G29018902180122","291892180122","11","1"
"G29018902180123","291892180123","13","1"
"G29018902180131","291892180131","25","1"
"G29018902180132","291892180132","35","2"
"G29018902180133","291892180133","33","1"
"G29018902180141","291892180141","22","1"
"G29018902180151","291892180151","23","1"
"G29018902180161","291892180161","41","2"
"G29018902180162","291892180162","37","2"
"G29018902181021","291892181021","67","5"
"G29018902181022","291892181022","52","3"
"G29018902181041","291892181041","81","7"
"G29018902181051","291892181051","57","4"
"G29018902181052","291892181052","53","3"
"G29018902181053","291892181053","71","6"
"G29018902182011","291892182011","28","1"
"G29018902182012","291892182012","17","1"
"G29018902182013","291892182013","45","2"
"G29018902183001","291892183001","21","1"
"G29018902183002","291892183002","27","1"
"G29018902183003","291892183003","48","3"
"G29018902183004","291892183004","31","1"
"G29018902183005","291892183005","49","3"
"G29018902184011","291892184011","15","1"
"G29018902184012","291892184012","22","1"
"G29018902184013","291892184013","30","1"
"G29018902184021","291892184021","24","1"
"G29018902184022","291892184022","21","1"
"G29018902184023","291892184023","31","1"
"G29018902185001","291892185001","30","1"
"G29018902185002","291892185002","26","1"
"G29018902185003","291892185003","14","1"
"G29018902185004","291892185004","23","1"
"G29018902185005","291892185005","18","1"
"G29018902186001","291892186001","17","1"
"G29018902186002","291892186002","58","4"
"G29018902188001","291892188001","16","1"
"G29018902188002","291892188002","14","1"
"G29018902188003","291892188003","16","1"
"G29018902188004","291892188004","18","1"
"G29018902188005","291892188005","17","1"
"G29018902188006","291892188006","13","1"
"G29018902189011","291892189011","55","3"
"G29018902189012","291892189012","57","4"
"G29018902189013","291892189013","50","3"
"G29018902189021","291892189021","39","2"
"G29018902189022","291892189022","42","2"
"G29018902191001","291892191001","32","1"
"G29018902191002","291892191002","32","1"
"G29018902191003","291892191003","32","1"
"G29018902191004","291892191004","36","2"
"G29018902192001","291892192001","16","1"
"G29018902192002","291892192002","20","1"
"G29018902193001","291892193001","49","3"
"G29018902193002","291892193002","11","1"
"G29018902193003","291892193003","19","1"
"G29018902194001","291892194001","13","1"
"G29018902194002","291892194002","11","1"
"G29018902194003","291892194003","27","1"
"G29018902194004","291892194004","22","1"
"G29018902194005","291892194005","28","1"
"G29018902195011","291892195011","25","1"
"G29018902195012","291892195012","39","2"
"G29018902195013","291892195013","41","2"
"G29018902195014","291892195014","40","2"
"G29018902195021","291892195021","30","1"
"G29018902195022","291892195022","34","2"
"G29018902196011","291892196011","60","4"
"G29018902196012","291892196012","50","3"
"G29018902196013","291892196013","49","3"
"G29018902196021","291892196021","44","2"
"G29018902196022","291892196022","50","3"
"G29018902196023","291892196023","37","2"
"G29018902197001","291892197001","68","5"
"G29018902197002","291892197002","68","5"
"G29018902197003","291892197003","59","4"
"G29018902197004","291892197004","64","5"
"G29018902197005","291892197005","66","5"
"G29018902198011","291892198011","74","6"
"G29018902198012","291892198012","63","5"
"G29018902198013","291892198013","62","4"
"G29018902198021","291892198021","65","5"
"G29018902198022","291892198022","79","7"
"G29018902199001","291892199001","73","6"
"G29018902199002","291892199002","65","5"
"G29018902199003","291892199003","79","7"
"G29018902199004","291892199004","63","5"
"G29018902199005","291892199005","68","5"
"G29018902199006","291892199006","69","5"
"G29018902200011","291892200011","70","6"
"G29018902200012","291892200012","63","5"
"G29018902200013","291892200013","66","5"
"G29018902200021","291892200021","53","3"
"G29018902200022","291892200022","68","5"
"G29018902200023","291892200023","68","5"
"G29018902201011","291892201011","83","8"
"G29018902201012","291892201012","77","7"
"G29018902201013","291892201013","71","6"
"G29018902201021","291892201021","72","6"
"G29018902201022","291892201022","72","6"
"G29018902201023","291892201023","75","6"
"G29018902202001","291892202001","90","9"
"G29018902202002","291892202002","93","9"
"G29018902202003","291892202003","80","7"
"G29018902202004","291892202004","87","8"
"G29018902202005","291892202005","86","8"
"G29018902203001","291892203001","83","8"
"G29018902204411","291892204411","57","4"
"G29018902204412","291892204412","48","3"
"G29018902204413","291892204413","46","2"
"G29018902204421","291892204421","57","4"
"G29018902204422","291892204422","51","3"
"G29018902204431","291892204431","46","2"
"G29018902204432","291892204432","54","3"
"G29018902204451","291892204451","18","1"
"G29018902204452","291892204452","27","1"
"G29018902204453","291892204453","49","3"
"G29018902204461","291892204461","41","2"
"G29018902204462","291892204462","38","2"
"G29018902204471","291892204471","49","3"
"G29018902204472","291892204472","75","6"
"G29018902204473","291892204473","38","2"
"G29018902204481","291892204481","84","8"
"G29018902204482","291892204482","35","2"
"G29018902204483","291892204483","57","4"
"G29018902204491","291892204491","40","2"
"G29018902204492","291892204492","28","1"
"G29018902204493","291892204493","31","1"
"G29018902204501","291892204501","46","2"
"G29018902204502","291892204502","35","2"
"G29018902204511","291892204511","29","1"
"G29018902204512","291892204512","37","2"
"G29018902204521","291892204521","34","2"
"G29018902204522","291892204522","24","1"
"G29018902205011","291892205011","77","7"
"G29018902205012","291892205012","77","7"
"G29018902205013","291892205013","76","6"
"G29018902205014","291892205014","77","7"
"G29018902205031","291892205031","61","4"
"G29018902205032","291892205032","66","5"
"G29018902205041","291892205041","64","5"
"G29018902205042","291892205042","58","4"
"G29018902205043","291892205043","61","4"
"G29018902206011","291892206011","56","4"
"G29018902206012","291892206012","61","4"
"G29018902206013","291892206013","43","2"
"G29018902206021","291892206021","67","5"
"G29018902206022","291892206022","66","5"
"G29018902206023","291892206023","61","4"
"G29018902206024","291892206024","65","5"
"G29018902207011","291892207011","49","3"
"G29018902207012","291892207012","55","3"
"G29018902207021","291892207021","42","2"
"G29018902207022","291892207022","52","3"
"G29018902207023","291892207023","56","4"
"G29018902207031","291892207031","45","2"
"G29018902208011","291892208011","60","4"
"G29018902208012","291892208012","42","2"
"G29018902208013","291892208013","51","3"
"G29018902208014","291892208014","29","1"
"G29018902208021","291892208021","61","4"
"G29018902208022","291892208022","32","1"
"G29018902208023","291892208023","37","2"
"G29018902208024","291892208024","53","3"
"G29018902208031","291892208031","33","1"
"G29018902208032","291892208032","27","1"
"G29018902208033","291892208033","34","2"
"G29018902210001","291892210001","66","5"
"G29018902210002","291892210002","54","3"
"G29018902210003","291892210003","55","3"
"G29018902210004","291892210004","65","5"
"G29018902211001","291892211001","18","1"
"G29018902212011","291892212011","12","1"
"G29018902212012","291892212012","6","1"
"G29018902212013","291892212013","14","1"
"G29018902212021","291892212021","60","4"
"G29018902212022","291892212022","37","2"
"G29018902212023","291892212023","21","1"
"G29018902212024","291892212024","21","1"
"G29018902213321","291892213321","44","2"
"G29018902213322","291892213322","45","2"
"G29018902213351","291892213351","39","2"
"G29018902213352","291892213352","41","2"
"G29018902213353","291892213353","41","2"
"G29018902213354","291892213354","43","2"
"G29018902213361","291892213361","45","2"
"G29018902213362","291892213362","61","4"
"G29018902213371","291892213371","49","3"
"G29018902213372","291892213372","45","2"
"G29018902213381","291892213381","40","2"
"G29018902213382","291892213382","40","2"
"G29018902213391","291892213391","43","2"
"G29018902213392","291892213392","33","1"
"G29018902214211","291892214211","32","1"
"G29018902214212","291892214212","49","3"
"G29018902214213","291892214213","21","1"
"G29018902214214","291892214214","30","1"
"G29018902214215","291892214215","10","1"
"G29018902214231","291892214231","34","2"
"G29018902214232","291892214232","27","1"
"G29018902214233","291892214233","52","3"
"G29018902214241","291892214241","50","3"
"G29018902214242","291892214242","24","1"
"G29018902214243","291892214243","30","1"
"G29018902214251","291892214251","26","1"
"G29018902214252","291892214252","50","3"
"G29018902214253","291892214253","27","1"
"G29018902214261","291892214261","48","3"
"G29018902214262","291892214262","46","2"
"G29018902215021","291892215021","23","1"
"G29018902215022","291892215022","17","1"
"G29018902215023","291892215023","35","2"
"G29018902215024","291892215024","32","1"
"G29018902215031","291892215031","26","1"
"G29018902215032","291892215032","46","2"
"G29018902215033","291892215033","17","1"
"G29018902215061","291892215061","23","1"
"G29018902215062","291892215062","24","1"
"G29018902215063","291892215063","23","1"
"G29018902216211","291892216211","13","1"
"G29018902216212","291892216212","15","1"
"G29018902216213","291892216213","15","1"
"G29018902216241","291892216241","27","1"
"G29018902216242","291892216242","23","1"
"G29018902216251","291892216251","35","2"
"G29018902216252","291892216252","19","1"
"G29018902216253","291892216253","33","1"
"G29018902216254","291892216254","26","1"
"G29018902216261","291892216261","19","1"
"G29018902216262","291892216262","13","1"
"G29018902216263","291892216263","6","1"
"G29018902216271","291892216271","6","1"
"G29018902216272","291892216272","5","1"
"G29018902216273","291892216273","8","1"
"G29018902216291","291892216291","15","1"
"G29018902216292","291892216292","4","1"
"G29018902216293","291892216293","5","1"
"G29018902216294","291892216294","4","1"
"G29018902216301","291892216301","45","2"
"G29018902216302","291892216302","30","1"
"G29018902216311","291892216311","13","1"
"G29018902216312","291892216312","37","2"
"G29018902216313","291892216313","17","1"
"G29018902216314","291892216314","21","1"
"G29018902218001","291892218001","100","10"
"G29018902218002","291892218002","98","10"
"G29018902218003","291892218003","97","10"
"G29018902219001","291892219001","52","3"
"G29018902219002","291892219002","49","3"
"G29018902219003","291892219003","46","2"
"G29018902219004","291892219004","26","1"
"G29018902220001","291892220001","30","1"
"G29018902220002","291892220002","25","1"
"G29018902221001","291892221001","16","1"
"G29018902221002","291892221002","15","1"
"G29018902221003","291892221003","70","6"
"G29018902221004","291892221004","19","1"
"G29019500901001","291950901001","84","8"
"G29019500901002","291950901002","98","10"
"G29019500901003","291950901003","85","8"
"G29019500901004","291950901004","100","10"
"G29019500902001","291950902001","74","6"
"G29019500902002","291950902002","49","3"
"G29019500903001","291950903001","95","10"
"G29019500903002","291950903002","94","9"
"G29019500903003","291950903003","88","8"
"G29019500904001","291950904001","87","8"
"G29019500904002","291950904002","98","10"
"G29019500904003","291950904003","85","8"
"G29019500905001","291950905001","53","3"
"G29019500905002","291950905002","71","6"
"G29019500905003","291950905003","GQ","GQ"
"G29019500906001","291950906001","80","7"
"G29019500906002","291950906002","82","7"
"G29019500906003","291950906003","87","8"
"G29019500907001","291950907001","84","8"
"G29019500907002","291950907002","79","7"
"G29019500907003","291950907003","90","9"
"G29019500908001","291950908001","56","4"
"G29019500908002","291950908002","60","4"
"G29019500908003","291950908003","58","4"
"G29019704701001","291974701001","88","8"
"G29019704701002","291974701002","93","9"
"G29019704702001","291974702001","89","9"
"G29019704702002","291974702002","88","8"
"G29019704702003","291974702003","89","9"
"G29019904801001","291994801001","59","4"
"G29019904801002","291994801002","70","6"
"G29019904801003","291994801003","55","3"
"G29019904802001","291994802001","94","9"
"G29019904802002","291994802002","95","10"
"G29019904802003","291994802003","94","9"
"G29020107801001","292017801001","80","7"
"G29020107801002","292017801002","94","9"
"G29020107801003","292017801003","89","9"
"G29020107802001","292017802001","72","6"
"G29020107802002","292017802002","84","8"
"G29020107802003","292017802003","85","8"
"G29020107803001","292017803001","85","8"
"G29020107803002","292017803002","85","8"
"G29020107804001","292017804001","84","8"
"G29020107804002","292017804002","72","6"
"G29020107804003","292017804003","70","6"
"G29020107804004","292017804004","69","5"
"G29020107806001","292017806001","90","9"
"G29020107806002","292017806002","86","8"
"G29020107806003","292017806003","93","9"
"G29020107806004","292017806004","87","8"
"G29020107807001","292017807001","67","5"
"G29020107807002","292017807002","99","10"
"G29020107807003","292017807003","96","10"
"G29020107810001","292017810001","88","8"
"G29020107810002","292017810002","95","10"
"G29020107810003","292017810003","58","4"
"G29020107811001","292017811001","88","8"
"G29020107811002","292017811002","54","3"
"G29020107811003","292017811003","76","6"
"G29020107812011","292017812011","97","10"
"G29020107812012","292017812012","97","10"
"G29020107812013","292017812013","97","10"
"G29020107812014","292017812014","97","10"
"G29020107812021","292017812021","66","5"
"G29020107812022","292017812022","69","5"
"G29020107812023","292017812023","78","7"
"G29020107812024","292017812024","75","6"
"G29020107813001","292017813001","53","3"
"G29020107813002","292017813002","83","8"
"G29020107813003","292017813003","77","7"
"G29020304701001","292034701001","67","5"
"G29020304701002","292034701002","66","5"
"G29020304701003","292034701003","72","6"
"G29020304701004","292034701004","77","7"
"G29020304702001","292034702001","82","7"
"G29020304702002","292034702002","100","10"
"G29020304702003","292034702003","85","8"
"G29020304702004","292034702004","97","10"
"G29020504501001","292054501001","72","6"
"G29020504501002","292054501002","95","10"
"G29020504502001","292054502001","88","8"
"G29020504502002","292054502002","95","10"
"G29020504502003","292054502003","94","9"
"G29020504503001","292054503001","94","9"
"G29020504503002","292054503002","94","9"
"G29020704701001","292074701001","96","10"
"G29020704701002","292074701002","82","7"
"G29020704701003","292074701003","85","8"
"G29020704701004","292074701004","84","8"
"G29020704702001","292074702001","80","7"
"G29020704702002","292074702002","78","7"
"G29020704702003","292074702003","94","9"
"G29020704702004","292074702004","74","6"
"G29020704703001","292074703001","94","9"
"G29020704703002","292074703002","92","9"
"G29020704703003","292074703003","60","4"
"G29020704703004","292074703004","80","7"
"G29020704704001","292074704001","87","8"
"G29020704704002","292074704002","83","8"
"G29020704704003","292074704003","76","6"
"G29020704705001","292074705001","98","10"
"G29020704705002","292074705002","97","10"
"G29020704705003","292074705003","98","10"
"G29020704706001","292074706001","81","7"
"G29020704706002","292074706002","75","6"
"G29020704706003","292074706003","81","7"
"G29020704706004","292074706004","78","7"
"G29020704707001","292074707001","87","8"
"G29020704707002","292074707002","96","10"
"G29020704707003","292074707003","92","9"
"G29020704708001","292074708001","67","5"
"G29020704708002","292074708002","68","5"
"G29020900901011","292090901011","70","6"
"G29020900901012","292090901012","51","3"
"G29020900901021","292090901021","82","7"
"G29020900901022","292090901022","71","6"
"G29020900901023","292090901023","87","8"
"G29020900901024","292090901024","88","8"
"G29020900902011","292090902011","47","3"
